url;status;redirects;final_url;time_ms;indexable;title;h1;canonical;meta_robots;x_robots_tag;content_type;size_bytes;issues;error
https://inkmagnet.com/;200;0;https://inkmagnet.com/;35;tak;AI Ebook Generator — Full Books, Covers & PDF/EPUB | InkMagnet;The AI ebook generator that turns your topic into a professional book in about an hour;https://inkmagnet.com/;;;text/html;124851;;
https://inkmagnet.com/blog/;200;0;https://inkmagnet.com/blog/;98;tak;Blog — lead magnets, ebooks and AI publishing | InkMagnet;Blog;https://inkmagnet.com/blog/;;;text/html;56994;;
https://inkmagnet.com/blog/ebook-lead-magnet-statistics/;200;0;https://inkmagnet.com/blog/ebook-lead-magnet-statistics/;79;tak;Ebook lead magnets in 2026: what the data actually says | InkMagnet;Ebook lead magnets in 2026: what the data actually says;https://inkmagnet.com/blog/ebook-lead-magnet-statistics/;;;text/html;63476;tytuł >65 zn.;
https://inkmagnet.com/blog/how-to-create-an-ebook/;200;0;https://inkmagnet.com/blog/how-to-create-an-ebook/;72;tak;How to create an ebook in 2026: the complete process, costs included | InkMagnet;How to create an ebook in 2026: the complete process, costs included;https://inkmagnet.com/blog/how-to-create-an-ebook/;;;text/html;63854;tytuł >65 zn.;
https://inkmagnet.com/blog/how-to-self-publish-an-ebook/;200;0;https://inkmagnet.com/blog/how-to-self-publish-an-ebook/;96;tak;How to self-publish an ebook in 2026: KDP, Apple Books and Kobo without the mythology | InkMagnet;How to self-publish an ebook in 2026: KDP, Apple Books and Kobo without the mythology;https://inkmagnet.com/blog/how-to-self-publish-an-ebook/;;;text/html;62424;tytuł >65 zn.;
https://inkmagnet.com/blog/lead-magnet-ideas/;200;0;https://inkmagnet.com/blog/lead-magnet-ideas/;77;tak;23 lead magnet ideas, sorted by what they signal about you | InkMagnet;23 lead magnet ideas, sorted by what they signal about you;https://inkmagnet.com/blog/lead-magnet-ideas/;;;text/html;63382;tytuł >65 zn.;
https://inkmagnet.com/blog/pdf-vs-epub/;200;0;https://inkmagnet.com/blog/pdf-vs-epub/;82;tak;PDF vs EPUB: which ebook format to use, and when you need both | InkMagnet;PDF vs EPUB: which ebook format to use, and when you need both;https://inkmagnet.com/blog/pdf-vs-epub/;;;text/html;62281;tytuł >65 zn.;
https://inkmagnet.com/examples/;200;0;https://inkmagnet.com/examples/;77;tak;Ebook examples — real pages from AI-generated books | InkMagnet;Real books. Raw pages. No mockups.;https://inkmagnet.com/examples/;;;text/html;60904;;
https://inkmagnet.com/lead-magnet-generator/;200;0;https://inkmagnet.com/lead-magnet-generator/;54;tak;AI Lead Magnet Generator — real ebooks, not template PDFs | InkMagnet;The lead magnet generator that writes the book, not just the layout;https://inkmagnet.com/lead-magnet-generator/;;;text/html;62641;tytuł >65 zn.;
https://inkmagnet.com/pl/;200;0;https://inkmagnet.com/pl/;143;tak;Generator ebooków AI — pełne książki, okładki, PDF i EPUB | InkMagnet;Generator ebooków AI, który zamienia temat w profesjonalną książkę w około godzinę;https://inkmagnet.com/pl/;;;text/html;125890;tytuł >65 zn.;
https://inkmagnet.com/pl/blog/;200;0;https://inkmagnet.com/pl/blog/;81;tak;Blog — lead magnety, ebooki i publikowanie z AI | InkMagnet;Blog;https://inkmagnet.com/pl/blog/;;;text/html;57341;;
https://inkmagnet.com/pl/blog/jak-stworzyc-ebooka/;200;0;https://inkmagnet.com/pl/blog/jak-stworzyc-ebooka/;78;tak;Jak stworzyć ebooka w 2026: cały proces krok po kroku, z kosztami | InkMagnet;Jak stworzyć ebooka w 2026: cały proces krok po kroku, z kosztami;https://inkmagnet.com/pl/blog/jak-stworzyc-ebooka/;;;text/html;64443;tytuł >65 zn.;
https://inkmagnet.com/pl/blog/jak-wydac-ebooka-self-publishing/;200;0;https://inkmagnet.com/pl/blog/jak-wydac-ebooka-self-publishing/;95;tak;Jak wydać ebooka w 2026: KDP, Apple Books i Kobo bez mitologii | InkMagnet;Jak wydać ebooka w 2026: KDP, Apple Books i Kobo bez mitologii;https://inkmagnet.com/pl/blog/jak-wydac-ebooka-self-publishing/;;;text/html;63212;tytuł >65 zn.;
https://inkmagnet.com/pl/blog/lead-magnet-statystyki/;200;0;https://inkmagnet.com/pl/blog/lead-magnet-statystyki/;91;tak;Lead magnet w liczbach: co naprawdę mówią badania o ebookach | InkMagnet;Lead magnet w liczbach: co naprawdę mówią badania o ebookach;https://inkmagnet.com/pl/blog/lead-magnet-statystyki/;;;text/html;63987;tytuł >65 zn.;
https://inkmagnet.com/pl/blog/pdf-czy-epub/;200;0;https://inkmagnet.com/pl/blog/pdf-czy-epub/;92;tak;PDF czy EPUB: który format ebooka wybrać i kiedy potrzebujesz obu | InkMagnet;PDF czy EPUB: który format ebooka wybrać i kiedy potrzebujesz obu;https://inkmagnet.com/pl/blog/pdf-czy-epub/;;;text/html;62812;tytuł >65 zn.;
https://inkmagnet.com/pl/blog/pomysly-na-lead-magnet/;200;0;https://inkmagnet.com/pl/blog/pomysly-na-lead-magnet/;100;tak;23 pomysły na lead magnet, ułożone według tego, co mówią o tobie | InkMagnet;23 pomysły na lead magnet, ułożone według tego, co mówią o tobie;https://inkmagnet.com/pl/blog/pomysly-na-lead-magnet/;;;text/html;63881;tytuł >65 zn.;
https://inkmagnet.com/pl/generator-ebookow/;200;0;https://inkmagnet.com/pl/generator-ebookow/;104;tak;Generator ebooków AI — prawdziwe książki po polsku, nie szablonowe PDF-y | InkMagnet;Generator ebooków, który oddaje książkę, nie półprodukt;https://inkmagnet.com/pl/generator-ebookow/;;;text/html;63605;tytuł >65 zn.;
https://inkmagnet.com/pl/przyklady/;200;0;https://inkmagnet.com/pl/przyklady/;99;tak;Przykłady ebooków — prawdziwe strony z książek generowanych przez AI | InkMagnet;Prawdziwe książki. Surowe strony. Zero mockupów.;https://inkmagnet.com/pl/przyklady/;;;text/html;61537;tytuł >65 zn.;
https://inkmagnet.com/vs/beacon-by/;200;0;https://inkmagnet.com/vs/beacon-by/;80;tak;InkMagnet vs Beacon.by (2026) — an honest comparison;InkMagnet vs Beacon: the closest competitor, and the clearest difference;https://inkmagnet.com/vs/beacon-by/;;;text/html;61794;;
https://inkmagnet.com/vs/designrr/;200;0;https://inkmagnet.com/vs/designrr/;83;tak;InkMagnet vs Designrr (2026) — an honest comparison;InkMagnet vs Designrr: formatting tool or book factory?;https://inkmagnet.com/vs/designrr/;;;text/html;62396;;
https://inkmagnet.com/vs/sqribble/;200;0;https://inkmagnet.com/vs/sqribble/;103;tak;InkMagnet vs Sqribble (2026) — an honest comparison;InkMagnet vs Sqribble: 2026 software against a 2018 template pack;https://inkmagnet.com/vs/sqribble/;;;text/html;61649;;
